Type;Name;Unit;Definition;Output_of_model(s);Input_to_model(s);Defined by
variable;Carbon Capture|Storage|Biomass|Energy|Supply|Gases;Mt CO2/yr;total carbon dioxide emissions captured from bioenergy use in gaseous fuel production, excl. hydrogen (part of IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers;;;
variable;Carbon Capture|Storage|Biomass|Energy|Supply|Hydrogen;Mt CO2/yr;total carbon dioxide emissions captured from bioenergy use in hydrogen production (part of IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers;;;
variable;Carbon Capture|Storage|Biomass|Energy|Supply|Liquids;Mt CO2/yr;total carbon dioxide emissions captured from bioenergy use in liquid fuel production (part of IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers;;;
variable;Carbon Capture|Storage|Biomass|Energy|Supply|Other;Mt CO2/yr;total carbon dioxide emissions captured from bioenergy use in other energy supply (part of IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers;;;
variable;Carbon Capture|Storage|Direct Air Capture;Mt CO2/yr;total carbon dioxide sequestered through direct air capture;;;
variable;Carbon Capture|Storage|Electricity;Mt CO2/yr;total carbon dioxide emissions captured from hydrogen or synthetic fuel use and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers;;;
variable;Carbon Capture|Storage|Fossil;Mt CO2/yr;total carbon dioxide emissions captured from fossil fuel use and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers;;;
variable;Carbon Capture|Storage|Fossil|Energy|Demand|Industry;Mt CO2/yr;total carbon dioxide emissions captured from fossil fuel use in industry (IPCC category 1A2) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers;;;
variable;Carbon Capture|Storage|Fossil|Energy|Supply;Mt CO2/yr;total carbon dioxide emissions captured from fossil fuel use in energy supply (IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers;;;
variable;Carbon Capture|Storage|Fossil|Energy|Supply|Electricity;Mt CO2/yr;total carbon dioxide emissions captured from fossil fuel use in electricity production (part of IPCC category 1A1a) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers;;;
variable;Carbon Capture|Storage|Fossil|Energy|Supply|Gases;Mt CO2/yr;total carbon dioxide emissions captured from fossil fuel use in gaseous fuel production, excl. hydrogen (part of IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers;;;
variable;Carbon Capture|Storage|Fossil|Energy|Supply|Hydrogen;Mt CO2/yr;total carbon dioxide emissions captured from fossil fuel use in hydrogen production (part of IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers;;;
variable;Carbon Capture|Storage|Fossil|Energy|Supply|Liquids;Mt CO2/yr;total carbon dioxide emissions captured from fossil fuel use in liquid fuel production (part of IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers;;;
variable;Carbon Capture|Storage|Fossil|Energy|Supply|Other;Mt CO2/yr;total carbon dioxide emissions captured from fossil fuel use in other energy supply (part of IPCC category 1A) and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers;;;
variable;Carbon Capture|Storage|Industrial Processes;Mt CO2/yr;total carbon dioxide emissions captured from industrial processes (e.g., cement production, but not from fossil fuel burning) use and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers;;;
variable;Carbon Capture|Storage|Other;Mt CO2/yr;total carbon dioxide captured  and stored in geological deposits (e.g. in depleted oil and gas fields, unmined coal seams, saline aquifers) and the deep ocean, stored amounts should be reported as positive numbers through other techniques (please provide a definition of other sources in this category in the 'comments' tab);;;
variable;Carbon Capture|Usage;Mt CO2/yr;total carbon dioxide captured and used;;;
variable;Carbon Capture|Usage|Gases;Mt CO2/yr;total carbon dioxide captured and used in synthetic gases (e.g. as feedstock in industry or for synthetic fuels);;;
variable;Carbon Capture|Usage|Liquids;Mt CO2/yr;total carbon dioxide captured and used in synthetic liquids (e.g. as feedstock in industry or for synthetic fuels);;;
variable;Carbon Capture|Usage|Materials|Long-lived;Mt CO2/yr;total carbon dioxide captured and used in long-lived materials (e.g. carbon fibers);;;
variable;Carbon Capture|Usage|Materials|Short-lived;Mt CO2/yr;total carbon dioxide captured and used in short-lived materials (e.g. plastics);;;
variable;Carbon Capture|Usage|Other;Mt CO2/yr;total carbon dioxide captured and used in other short-lived products;;;
variable;Carbon Sequestration|CCS|Biomass|Industry|Steel;Mt CO2/yr;Biogenic CO2 captured and stored;ITOM-Steel;;WI
variable;Carbon Sequestration|CCS|Fossil|Industry|Steel;Mt CO2/yr;Fossil CO2 captured and stored;ITOM-Steel;;WI
variable;Carbon Sequestration|CCS|Total|Industry|Petrochemicals;Mt CO2/yr;CO2 captured and stored, including both fossil and biogenic CO2;ITOM-PetChem;;WI
variable;Carbon Sequestration|Plastic products|Industry|Petrochemicals;Mt CO2_eq/yr;Carbon (temporarily) stored in products, including both fossil and biogenic CO2 (including C stored in all products, independent of product life-time);ITOM-PetChem;;WI
variable;Collected Scrap|Iron and Steel;Mt/yr;Collected iron and steel scrap;;;
variable;Collected Scrap|Iron and Steel|Other;Mt/yr;Collected iron & steel scrap coming from other sectors (available to be used in recycling);;;
variable;Collected Scrap|Iron and Steel|Power Sector;Mt/yr;Collected iron & steel scrap coming from power sector (available to be used in recycling);;;
variable;Collected Scrap|Iron and Steel|Residential and Commercial;Mt/yr;Collected iron & steel scrap coming from residential and commercial sector (available to be used in recycling);;;
variable;Collected Scrap|Iron and Steel|Transportation;Mt/yr;Collected iron & steel scrap coming from transport sector (available to be used in recycling);;;
variable;Collected Scrap|Non-Ferrous Metals;Mt/yr;Collected non-ferrou metals scrap;;;
variable;Collected Scrap|Non-Ferrous Metals|Other;Mt/yr;Collected non-ferrous metals scrap coming from other sectors (available to be used in recycling);;;
variable;Collected Scrap|Non-Ferrous Metals|Power Sector;Mt/yr;Collected non-ferrous metals scrap coming from power sector (available to be used in recycling);;;
variable;Collected Scrap|Non-Ferrous Metals|Residential and Commercial;Mt/yr;Collected non-ferrous metals scrap coming from residential and commercial sector (available to be used in recycling);;;
variable;Collected Scrap|Non-Ferrous Metals|Transportation;Mt/yr;Collected non-ferrous metals scrap coming from transport sector (available to be used in recycling);;;
variable;Consumption;billion US$2010/yr;total consumption of all goods, by all consumers in a region;;;
parameter_input;Consumption change|[demand sectors];%;Consumption change ;;;
variable;Conversion Input|Electricity|Heat;EJ/yr;secondary energy consumption of electricity for the production of heat (large-scale heat pumps);;;
variable;Conversion Input|Electricity|Hydrogen;EJ/yr;secondary energy consumption of electricity for the production of hydrogen;;;
variable;Conversion Input|Electricity|Hydrogen|Autoproduction;EJ/yr;secondary energy consumption of electricity for the autoproduction of hydrogen;;;
